Sub Region,Country,Drug,Year,Wholesale Price,Retail Price
Western and Central Europe,Austria,Cocaine,2020-01-01,61503.42,119.59
Western and Central Europe,Austria,Heroin,1990-01-01,55244.0,270.0
Western and Central Europe,Austria,Heroin,1991-01-01,46145.0,250.0
Western and Central Europe,Austria,Heroin,1992-01-01,63000.0,203.0
Western and Central Europe,Austria,Heroin,1993-01-01,36000.0,132.0
Western and Central Europe,Austria,Heroin,1994-01-01,37752.0,138.0
Western and Central Europe,Austria,Heroin,1995-01-01,30491.0,103.0
Western and Central Europe,Austria,Heroin,1996-01-01,30222.0,87.0
Western and Central Europe,Austria,Heroin,1997-01-01,28831.0,70.0
Western and Central Europe,Austria,Heroin,1998-01-01,34565.0,94.0
Western and Central Europe,Austria,Heroin,1999-01-01,31087.0,57.0
Western and Central Europe,Austria,Heroin,2000-01-01,25026.0,75.0
Western and Central Europe,Austria,Heroin,2001-01-01,19553.0,44.0
Western and Central Europe,Austria,Heroin,2002-01-01,23547.0,92.0
Western and Central Europe,Austria,Heroin,2003-01-01,33900.0,68.0
Western and Central Europe,Austria,Heroin,2004-01-01,37260.0,75.0
Western and Central Europe,Austria,Heroin,2005-01-01,36168.0,74.0
Western and Central Europe,Austria,Heroin,2006-01-01,37640.0,69.0
Western and Central Europe,Austria,Heroin,2007-01-01,54810.0,99.0
Western and Central Europe,Austria,Heroin,2008-01-01,58824.0,110.0
Western and Central Europe,Austria,Heroin,2009-01-01,41715.0,97.0
Western and Central Europe,Austria,Heroin,2010-01-01,39741.0,93.0
Western and Central Europe,Austria,Heroin,2011-01-01,41882.0,98.0
Western and Central Europe,Austria,Heroin,2012-01-01,30928.0,64.0
Western and Central Europe,Austria,Heroin,2013-01-01,40010.0,80.0
Western and Central Europe,Austria,Heroin,2014-01-01,32899.0,53.0
Western and Central Europe,Austria,Heroin,2015-01-01,27352.0,44.0
Western and Central Europe,Austria,Heroin,2016-01-01,27685.0,66.0
Western and Central Europe,Austria,Heroin,2017-01-01,32580.38,65.0
Western and Central Europe,Austria,Heroin,2018-01-01,37475.76,71.0
Western and Central Europe,Austria,Heroin,2019-01-01,42371.14,71.0
Western and Central Europe,Austria,Heroin,2020-01-01,47266.51,68.34
Western and Central Europe,Belgium,Cocaine,1990-01-01,25000.0,80.0
Western and Central Europe,Belgium,Cocaine,1991-01-01,24000.0,90.0
Western and Central Europe,Belgium,Cocaine,1992-01-01,38250.0,68.0
Western and Central Europe,Belgium,Cocaine,1993-01-01,28000.0,95.0
Western and Central Europe,Belgium,Cocaine,1994-01-01,26920.0,82.0
Western and Central Europe,Belgium,Cocaine,1995-01-01,30560.0,93.0
Western and Central Europe,Belgium,Cocaine,1996-01-01,21927.0,90.0
Western and Central Europe,Belgium,Cocaine,1997-01-01,17025.0,57.0
Western and Central Europe,Belgium,Cocaine,1998-01-01,19167.0,55.0
Western and Central Europe,Belgium,Cocaine,1999-01-01,23859.0,60.0
Western and Central Europe,Belgium,Cocaine,2000-01-01,22376.0,55.0
Western and Central Europe,Belgium,Cocaine,2001-01-01,26771.0,51.0
Western and Central Europe,Belgium,Cocaine,2002-01-01,28111.0,50.0
Western and Central Europe,Belgium,Cocaine,2003-01-01,29610.0,51.0
Western and Central Europe,Belgium,Cocaine,2004-01-01,32480.0,51.0
Western and Central Europe,Belgium,Cocaine,2005-01-01,32480.0,51.0
Western and Central Europe,Belgium,Cocaine,2006-01-01,32480.0,60.0
Western and Central Europe,Belgium,Cocaine,2007-01-01,47958.0,67.0
Western and Central Europe,Belgium,Cocaine,2008-01-01,53757.0,72.0
Western and Central Europe,Belgium,Cocaine,2009-01-01,46675.0,71.0
Western and Central Europe,Belgium,Cocaine,2010-01-01,46365.0,67.0
Western and Central Europe,Belgium,Cocaine,2011-01-01,46594.0,75.0
Western and Central Europe,Belgium,Cocaine,2012-01-01,48722.0,73.0
Western and Central Europe,Belgium,Cocaine,2013-01-01,44011.0,68.0
Western and Central Europe,Belgium,Cocaine,2014-01-01,41500.67,75.89
Western and Central Europe,Belgium,Cocaine,2015-01-01,31798.0,59.0
Western and Central Europe,Belgium,Cocaine,2016-01-01,29777.41,67.0
Western and Central Europe,Belgium,Cocaine,2017-01-01,32155.0,65.0
Western and Central Europe,Belgium,Cocaine,2018-01-01,31609.0,66.0
Western and Central Europe,Belgium,Cocaine,2019-01-01,32350.5,57.0
Western and Central Europe,Belgium,Cocaine,2020-01-01,33029.61,59.52
Western and Central Europe,Belgium,Heroin,1990-01-01,30000.0,90.0
Western and Central Europe,Belgium,Heroin,1991-01-01,30000.0,105.0
Western and Central Europe,Belgium,Heroin,1992-01-01,28500.0,105.0
Western and Central Europe,Belgium,Heroin,1993-01-01,26600.0,77.0
Western and Central Europe,Belgium,Heroin,1994-01-01,29586.0,75.0
Western and Central Europe,Belgium,Heroin,1995-01-01,32580.0,75.0
Western and Central Europe,Belgium,Heroin,1996-01-01,24307.0,56.0
Western and Central Europe,Belgium,Heroin,1997-01-01,21761.0,37.0
Western and Central Europe,Belgium,Heroin,1998-01-01,20847.0,41.0
Western and Central Europe,Belgium,Heroin,1999-01-01,18557.0,41.0
Western and Central Europe,Belgium,Heroin,2000-01-01,18360.0,37.0
Western and Central Europe,Belgium,Heroin,2001-01-01,20292.0,27.0
Western and Central Europe,Belgium,Heroin,2002-01-01,22229.0,29.0
Western and Central Europe,Belgium,Heroin,2003-01-01,20960.0,31.0
Western and Central Europe,Belgium,Heroin,2004-01-01,23040.0,32.0
Western and Central Europe,Belgium,Heroin,2005-01-01,23336.0,31.0
Western and Central Europe,Belgium,Heroin,2006-01-01,18820.0,32.0
Western and Central Europe,Belgium,Heroin,2007-01-01,20554.0,33.0
Western and Central Europe,Belgium,Heroin,2008-01-01,14706.0,36.0
Western and Central Europe,Belgium,Heroin,2009-01-01,15991.0,33.0
Western and Central Europe,Belgium,Heroin,2010-01-01,15102.0,32.0
Western and Central Europe,Belgium,Heroin,2011-01-01,10720.0,42.0
Western and Central Europe,Belgium,Heroin,2012-01-01,20619.0,36.0
Western and Central Europe,Belgium,Heroin,2013-01-01,18338.0,37.0
Western and Central Europe,Belgium,Heroin,2014-01-01,17519.31,33.0
Western and Central Europe,Belgium,Heroin,2015-01-01,17505.0,24.0
Western and Central Europe,Belgium,Heroin,2016-01-01,26578.07,26.0
Western and Central Europe,Belgium,Heroin,2017-01-01,22638.57,29.0
Western and Central Europe,Belgium,Heroin,2018-01-01,18699.06,23.0
Western and Central Europe,Belgium,Heroin,2019-01-01,14759.55,23.0
Western and Central Europe,Belgium,Heroin,2020-01-01,10820.05,21.07
Western and Central Europe,Denmark,Cocaine,1990-01-01,80000.0,144.0
Western and Central Europe,Denmark,Cocaine,1991-01-01,85000.0,135.0
Western and Central Europe,Denmark,Cocaine,1992-01-01,85000.0,111.0
Western and Central Europe,Denmark,Cocaine,1993-01-01,82500.0,90.0
Western and Central Europe,Denmark,Cocaine,1994-01-01,58516.0,150.0
Western and Central Europe,Denmark,Cocaine,1995-01-01,60034.0,176.0
Western and Central Europe,Denmark,Cocaine,1996-01-01,46141.0,169.0
Western and Central Europe,Denmark,Cocaine,1997-01-01,38640.0,108.0
Western and Central Europe,Denmark,Cocaine,1998-01-01,44517.0,119.0
Western and Central Europe,Denmark,Cocaine,1999-01-01,78900.0,165.0
Western and Central Europe,Denmark,Cocaine,2000-01-01,43462.0,106.0
Western and Central Europe,Denmark,Cocaine,2001-01-01,47839.0,120.0
Western and Central Europe,Denmark,Cocaine,2002-01-01,37823.0,91.0
Western and Central Europe,Denmark,Cocaine,2003-01-01,53160.0,122.0
Western and Central Europe,Denmark,Cocaine,2004-01-01,45896.0,82.0
Western and Central Europe,Denmark,Cocaine,2005-01-01,50321.0,82.0
Western and Central Europe,Denmark,Cocaine,2006-01-01,40520.0,81.0
Western and Central Europe,Denmark,Cocaine,2007-01-01,40445.0,74.0
Western and Central Europe,Denmark,Cocaine,2008-01-01,43447.0,99.0
Western and Central Europe,Denmark,Cocaine,2009-01-01,40730.0,93.0
Western and Central Europe,Denmark,Cocaine,2010-01-01,44501.0,89.0
Western and Central Europe,Denmark,Cocaine,2011-01-01,47083.0,94.0
Western and Central Europe,Denmark,Cocaine,2012-01-01,43286.0,87.0
Western and Central Europe,Denmark,Cocaine,2013-01-01,44395.0,92.0
Western and Central Europe,Denmark,Cocaine,2014-01-01,49140.0,103.0
Western and Central Europe,Denmark,Cocaine,2015-01-01,29326.0,73.0
Western and Central Europe,Denmark,Cocaine,2016-01-01,29740.0,74.0
Western and Central Europe,Denmark,Cocaine,2017-01-01,45262.52,74.0
Western and Central Europe,Denmark,Cocaine,2018-01-01,39626.0,95.0
Western and Central Europe,Denmark,Cocaine,2019-01-01,37492.5,105.0
Western and Central Europe,Denmark,Cocaine,2020-01-01,37492.5,105.0
Western and Central Europe,Denmark,Heroin,1990-01-01,110000.0,287.0
Western and Central Europe,Denmark,Heroin,1991-01-01,100000.0,265.0
Western and Central Europe,Denmark,Heroin,1992-01-01,85000.0,151.0
Western and Central Europe,Denmark,Heroin,1993-01-01,95000.0,139.0
Western and Central Europe,Denmark,Heroin,1994-01-01,117625.0,228.0
Western and Central Europe,Denmark,Heroin,1995-01-01,106805.0,191.0
Western and Central Europe,Denmark,Heroin,1996-01-01,86806.0,157.0
Western and Central Europe,Denmark,Heroin,1997-01-01,100465.0,188.0
Western and Central Europe,Denmark,Heroin,1998-01-01,65693.0,147.0
Western and Central Europe,Denmark,Heroin,1999-01-01,61507.0,175.0
Western and Central Europe,Denmark,Heroin,2000-01-01,23585.0,116.0
Western and Central Europe,Denmark,Heroin,2001-01-01,32889.0,111.0
Western and Central Europe,Denmark,Heroin,2002-01-01,20803.0,126.0
Western and Central Europe,Denmark,Heroin,2003-01-01,41770.0,122.0
Western and Central Europe,Denmark,Heroin,2004-01-01,32820.0,94.0
Western and Central Europe,Denmark,Heroin,2005-01-01,37741.0,123.0
Western and Central Europe,Denmark,Heroin,2006-01-01,35967.0,100.0
Western and Central Europe,Denmark,Heroin,2007-01-01,33091.0,92.0
Western and Central Europe,Denmark,Heroin,2008-01-01,52335.0,158.0
Western and Central Europe,Denmark,Heroin,2009-01-01,49066.0,148.0
Western and Central Europe,Denmark,Heroin,2010-01-01,48952.0,151.0
Western and Central Europe,Denmark,Heroin,2011-01-01,51791.0,160.0
Western and Central Europe,Denmark,Heroin,2012-01-01,47614.0,147.0
Western and Central Europe,Denmark,Heroin,2013-01-01,64743.0,148.0
Western and Central Europe,Denmark,Heroin,2014-01-01,40950.0,139.0
Western and Central Europe,Denmark,Heroin,2015-01-01,47654.0,103.0
Western and Central Europe,Denmark,Heroin,2016-01-01,44610.0,104.0
Western and Central Europe,Denmark,Heroin,2017-01-01,45263.0,106.0
Western and Central Europe,Denmark,Heroin,2018-01-01,51514.0,135.0
Western and Central Europe,Denmark,Heroin,2019-01-01,37492.5,90.0
Western and Central Europe,Denmark,Heroin,2020-01-01,37492.5,90.0
Western and Central Europe,Finland,Cocaine,1990-01-01,79500.0,159.0
Western and Central Europe,Finland,Cocaine,1991-01-01,75000.0,150.0
Western and Central Europe,Finland,Cocaine,1992-01-01,62750.0,126.0
Western and Central Europe,Finland,Cocaine,1993-01-01,52500.0,105.0
Western and Central Europe,Finland,Cocaine,1994-01-01,82500.0,165.0
Western and Central Europe,Finland,Cocaine,1995-01-01,95450.0,191.0
Western and Central Europe,Finland,Cocaine,1996-01-01,91750.0,184.0
Western and Central Europe,Finland,Cocaine,1997-01-01,61550.0,123.0
Western and Central Europe,Finland,Cocaine,1998-01-01,89350.0,179.0
Western and Central Europe,Finland,Cocaine,1999-01-01,78460.0,157.0
Western and Central Europe,Finland,Cocaine,2000-01-01,68321.0,138.0
Western and Central Europe,Finland,Cocaine,2001-01-01,59492.0,121.0
Western and Central Europe,Finland,Cocaine,2002-01-01,51804.0,111.0
Western and Central Europe,Finland,Cocaine,2003-01-01,62150.0,151.0
Western and Central Europe,Finland,Cocaine,2004-01-01,68315.0,146.0
Western and Central Europe,Finland,Cocaine,2005-01-01,68315.0,125.0
Western and Central Europe,Finland,Cocaine,2006-01-01,56611.0,100.0
Western and Central Europe,Finland,Cocaine,2007-01-01,61660.0,110.0
Western and Central Europe,Finland,Cocaine,2008-01-01,66176.0,154.0
Western and Central Europe,Finland,Cocaine,2009-01-01,62573.0,139.0
Western and Central Europe,Finland,Cocaine,2010-01-01,59612.0,106.0
Western and Central Europe,Finland,Cocaine,2011-01-01,97724.0,112.0
Western and Central Europe,Finland,Cocaine,2012-01-01,90206.0,103.0
Western and Central Europe,Finland,Cocaine,2013-01-01,130032.0,107.0
Western and Central Europe,Finland,Cocaine,2014-01-01,128305.0,145.0
Western and Central Europe,Finland,Cocaine,2015-01-01,95733.0,126.0
Western and Central Europe,Finland,Cocaine,2016-01-01,77519.0,111.0
Western and Central Europe,Finland,Cocaine,2017-01-01,78563.0,112.0
Western and Central Europe,Finland,Cocaine,2018-01-01,94451.0,118.0
Western and Central Europe,Finland,Cocaine,2019-01-01,89585.67,112.0
Western and Central Europe,Finland,Cocaine,2020-01-01,96810.93,125.28
Western and Central Europe,Finland,Heroin,1990-01-01,353774.0,800.0
Western and Central Europe,Finland,Heroin,1991-01-01,353774.0,696.0
Western and Central Europe,Finland,Heroin,1992-01-01,353774.0,770.0
Western and Central Europe,Finland,Heroin,1993-01-01,353774.0,724.0
Western and Central Europe,Finland,Heroin,1994-01-01,353774.0,606.0
Western and Central Europe,Finland,Heroin,1995-01-01,353774.0,455.0
Western and Central Europe,Finland,Heroin,1996-01-01,321586.0,414.0
Western and Central Europe,Finland,Heroin,1997-01-01,199442.0,257.0
Western and Central Europe,Finland,Heroin,1998-01-01,197856.0,254.0
Western and Central Europe,Finland,Heroin,1999-01-01,194357.0,250.0
Western and Central Europe,Finland,Heroin,2000-01-01,161034.0,207.0
Western and Central Europe,Finland,Heroin,2001-01-01,44840.0,121.0
Western and Central Europe,Finland,Heroin,2002-01-01,51804.0,188.0
Western and Central Europe,Finland,Heroin,2003-01-01,51800.0,195.0
Western and Central Europe,Finland,Heroin,2004-01-01,68314.0,195.0
Western and Central Europe,Finland,Heroin,2005-01-01,69192.0,182.0
Western and Central Europe,Finland,Heroin,2006-01-01,69192.0,125.0
Western and Central Europe,Finland,Heroin,2007-01-01,54810.0,151.0
Western and Central Europe,Finland,Heroin,2008-01-01,58824.0,235.0
Western and Central Europe,Finland,Heroin,2009-01-01,58824.0,223.0
Western and Central Europe,Finland,Heroin,2010-01-01,52989.0,159.0
Western and Central Europe,Finland,Heroin,2011-01-01,55843.0,168.0
Western and Central Europe,Finland,Heroin,2012-01-01,51546.0,155.0
Western and Central Europe,Finland,Heroin,2013-01-01,53346.0,160.0
Western and Central Europe,Finland,Heroin,2014-01-01,53346.0,185.0
Western and Central Europe,Finland,Heroin,2015-01-01,53346.0,164.0
Western and Central Europe,Finland,Heroin,2016-01-01,53346.0,166.0
Western and Central Europe,Finland,Heroin,2017-01-01,53346.0,168.0
Western and Central Europe,Finland,Heroin,2018-01-01,53346.0,177.0
Western and Central Europe,Finland,Heroin,2019-01-01,53346.0,177.0
Western and Central Europe,Finland,Heroin,2020-01-01,53346.0,199.09
Western and Central Europe,France,Cocaine,1990-01-01,117000.0,99.0
Western and Central Europe,France,Cocaine,1991-01-01,38250.0,119.0
Western and Central Europe,France,Cocaine,1992-01-01,45000.0,140.0
Western and Central Europe,France,Cocaine,1993-01-01,38250.0,153.0
Western and Central Europe,France,Cocaine,1994-01-01,40000.0,151.0
Western and Central Europe,France,Cocaine,1995-01-01,39877.0,174.0
Western and Central Europe,France,Cocaine,1996-01-01,48077.0,125.0
Western and Central Europe,France,Cocaine,1997-01-01,43554.0,87.0
Western and Central Europe,France,Cocaine,1998-01-01,42159.0,84.0
Western and Central Europe,France,Cocaine,1999-01-01,27714.0,82.0
Western and Central Europe,France,Cocaine,2000-01-01,27000.0,50.0
Western and Central Europe,France,Cocaine,2001-01-01,34978.0,87.0
Western and Central Europe,France,Cocaine,2002-01-01,37676.0,75.0
Western and Central Europe,France,Cocaine,2003-01-01,45200.0,90.0
Western and Central Europe,France,Cocaine,2004-01-01,49683.0,99.0
Western and Central Europe,France,Cocaine,2005-01-01,50321.0,94.0
Western and Central Europe,France,Cocaine,2006-01-01,50190.0,97.0
Western and Central Europe,France,Cocaine,2007-01-01,61661.0,96.0
Western and Central Europe,France,Cocaine,2008-01-01,44118.0,103.0
Western and Central Europe,France,Cocaine,2009-01-01,41715.0,83.0
Western and Central Europe,France,Cocaine,2010-01-01,39741.0,80.0
Western and Central Europe,France,Cocaine,2011-01-01,38392.0,87.0
Western and Central Europe,France,Cocaine,2012-01-01,38660.0,84.0
Western and Central Europe,France,Cocaine,2013-01-01,40010.0,87.0
Western and Central Europe,France,Cocaine,2014-01-01,46058.0,86.0
Western and Central Europe,France,Cocaine,2015-01-01,38293.0,71.0
Western and Central Europe,France,Cocaine,2016-01-01,37728.67,71.0
Western and Central Europe,France,Cocaine,2017-01-01,37164.33,71.0
Western and Central Europe,France,Cocaine,2018-01-01,36600.0,83.0
Western and Central Europe,France,Cocaine,2019-01-01,34714.45,78.0
Western and Central Europe,France,Cocaine,2020-01-01,38154.9,75.17
Western and Central Europe,France,Heroin,1990-01-01,180000.0,145.0
Western and Central Europe,France,Heroin,1991-01-01,72250.0,153.0
Western and Central Europe,France,Heroin,1992-01-01,80000.0,150.0
Western and Central Europe,France,Heroin,1993-01-01,63750.0,135.0
Western and Central Europe,France,Heroin,1994-01-01,75000.0,144.0
Western and Central Europe,France,Heroin,1995-01-01,66035.0,170.0
Western and Central Europe,France,Heroin,1996-01-01,46603.0,156.0
Western and Central Europe,France,Heroin,1997-01-01,32230.0,113.0
Western and Central Europe,France,Heroin,1998-01-01,25885.0,119.0
Western and Central Europe,France,Heroin,1999-01-01,25596.0,111.0
Western and Central Europe,France,Heroin,2000-01-01,22158.0,32.0
Western and Central Europe,France,Heroin,2001-01-01,26906.0,34.0
Western and Central Europe,France,Heroin,2002-01-01,23547.0,47.0
Western and Central Europe,France,Heroin,2003-01-01,28250.0,57.0
Western and Central Europe,France,Heroin,2004-01-01,31050.0,68.0
Western and Central Europe,France,Heroin,2005-01-01,31450.0,69.0
Western and Central Europe,France,Heroin,2006-01-01,35550.0,67.0
Western and Central Europe,France,Heroin,2007-01-01,34246.0,55.0
Western and Central Europe,France,Heroin,2008-01-01,36743.0,66.0
Western and Central Europe,France,Heroin,2009-01-01,17385.0,56.0
Western and Central Europe,France,Heroin,2010-01-01,15897.0,53.0
Western and Central Europe,France,Heroin,2011-01-01,11169.0,49.0
Western and Central Europe,France,Heroin,2012-01-01,13853.0,45.0
Western and Central Europe,France,Heroin,2013-01-01,13337.0,47.0
Western and Central Europe,France,Heroin,2014-01-01,19739.0,46.0
Western and Central Europe,France,Heroin,2015-01-01,16411.0,38.0
Western and Central Europe,France,Heroin,2016-01-01,16844.0,39.0
Western and Central Europe,France,Heroin,2017-01-01,17277.0,40.0
Western and Central Europe,France,Heroin,2018-01-01,17710.0,41.0
Western and Central Europe,France,Heroin,2019-01-01,16797.31,39.0
Western and Central Europe,France,Heroin,2020-01-01,15518.22,37.59
Western and Central Europe,Germany,Cocaine,1990-01-01,69000.0,120.0
Western and Central Europe,Germany,Cocaine,1991-01-01,53100.0,103.0
Western and Central Europe,Germany,Cocaine,1992-01-01,60300.0,111.0
Western and Central Europe,Germany,Cocaine,1993-01-01,54142.0,95.0
Western and Central Europe,Germany,Cocaine,1994-01-01,57692.0,109.0
Western and Central Europe,Germany,Cocaine,1995-01-01,54676.0,103.0
Western and Central Europe,Germany,Cocaine,1996-01-01,53925.0,90.0
Western and Central Europe,Germany,Cocaine,1997-01-01,45294.0,77.0
Western and Central Europe,Germany,Cocaine,1998-01-01,41210.0,72.0
Western and Central Europe,Germany,Cocaine,1999-01-01,39639.0,68.0
Western and Central Europe,Germany,Cocaine,2000-01-01,33752.0,57.0
Western and Central Europe,Germany,Cocaine,2001-01-01,33235.0,58.0
Western and Central Europe,Germany,Cocaine,2002-01-01,34476.0,57.0
Western and Central Europe,Germany,Cocaine,2003-01-01,40110.0,68.0
Western and Central Europe,Germany,Cocaine,2004-01-01,44243.0,73.0
Western and Central Europe,Germany,Cocaine,2005-01-01,46525.0,79.0
Western and Central Europe,Germany,Cocaine,2006-01-01,45320.0,74.0
Western and Central Europe,Germany,Cocaine,2007-01-01,48826.0,86.0
Western and Central Europe,Germany,Cocaine,2008-01-01,54114.0,91.0
Western and Central Europe,Germany,Cocaine,2009-01-01,57171.0,87.0
Western and Central Europe,Germany,Cocaine,2010-01-01,53496.0,87.0
Western and Central Europe,Germany,Cocaine,2011-01-01,64044.0,92.0
Western and Central Europe,Germany,Cocaine,2012-01-01,49982.0,84.0
Western and Central Europe,Germany,Cocaine,2013-01-01,48678.0,92.0
Western and Central Europe,Germany,Cocaine,2014-01-01,50128.0,100.0
Western and Central Europe,Germany,Cocaine,2015-01-01,46849.0,81.0
Western and Central Europe,Germany,Cocaine,2016-01-01,46932.0,84.0
Western and Central Europe,Germany,Cocaine,2017-01-01,46832.0,81.0
Western and Central Europe,Germany,Cocaine,2018-01-01,50989.0,76.0
Western and Central Europe,Germany,Cocaine,2019-01-01,46920.49,60.0
Western and Central Europe,Germany,Cocaine,2020-01-01,45380.41,83.03
Western and Central Europe,Germany,Heroin,1990-01-01,45244.0,105.0
Western and Central Europe,Germany,Heroin,1991-01-01,36145.0,75.0
Western and Central Europe,Germany,Heroin,1992-01-01,41667.0,96.0
Western and Central Europe,Germany,Heroin,1993-01-01,35206.0,74.0
Western and Central Europe,Germany,Heroin,1994-01-01,36448.0,91.0
Western and Central Europe,Germany,Heroin,1995-01-01,35256.0,90.0
Western and Central Europe,Germany,Heroin,1996-01-01,27890.0,74.0
Western and Central Europe,Germany,Heroin,1997-01-01,25686.0,51.0
Western and Central Europe,Germany,Heroin,1998-01-01,25608.0,43.0
Western and Central Europe,Germany,Heroin,1999-01-01,24770.0,45.0
Western and Central Europe,Germany,Heroin,2000-01-01,20263.0,39.0
Western and Central Europe,Germany,Heroin,2001-01-01,17816.0,38.0
Western and Central Europe,Germany,Heroin,2002-01-01,20325.0,38.0
Western and Central Europe,Germany,Heroin,2003-01-01,21510.0,46.0
Western and Central Europe,Germany,Heroin,2004-01-01,25723.0,49.0
Western and Central Europe,Germany,Heroin,2005-01-01,25765.0,48.0
Western and Central Europe,Germany,Heroin,2006-01-01,22510.0,46.0
Western and Central Europe,Germany,Heroin,2007-01-01,25810.0,48.0
Western and Central Europe,Germany,Heroin,2008-01-01,26471.0,53.0
Western and Central Europe,Germany,Heroin,2009-01-01,26717.0,51.0
Western and Central Europe,Germany,Heroin,2010-01-01,32519.0,48.0
Western and Central Europe,Germany,Heroin,2011-01-01,35500.0,59.0
Western and Central Europe,Germany,Heroin,2012-01-01,35366.0,55.0
Western and Central Europe,Germany,Heroin,2013-01-01,41233.0,65.0
Western and Central Europe,Germany,Heroin,2014-01-01,29609.0,57.0
Western and Central Europe,Germany,Heroin,2015-01-01,36379.0,55.0
Western and Central Europe,Germany,Heroin,2016-01-01,33776.0,53.0
Western and Central Europe,Germany,Heroin,2017-01-01,35634.0,48.0
Western and Central Europe,Germany,Heroin,2018-01-01,33058.0,52.0
Western and Central Europe,Germany,Heroin,2019-01-01,33594.62,57.0
Western and Central Europe,Germany,Heroin,2020-01-01,34358.77,52.62
Western and Central Europe,Greece,Cocaine,1990-01-01,75000.0,150.0
Western and Central Europe,Greece,Cocaine,1991-01-01,90000.0,120.0
Western and Central Europe,Greece,Cocaine,1992-01-01,95000.0,105.0
Western and Central Europe,Greece,Cocaine,1993-01-01,36000.0,54.0
Western and Central Europe,Greece,Cocaine,1994-01-01,46413.0,116.0
Western and Central Europe,Greece,Cocaine,1995-01-01,53098.0,111.0
Western and Central Europe,Greece,Cocaine,1996-01-01,72015.0,144.0
Western and Central Europe,Greece,Cocaine,1997-01-01,43795.0,91.0
Western and Central Europe,Greece,Cocaine,1998-01-01,49180.0,54.0
Western and Central Europe,Greece,Cocaine,1999-01-01,49320.0,82.0
Western and Central Europe,Greece,Cocaine,2000-01-01,41237.0,69.0
Western and Central Europe,Greece,Cocaine,2001-01-01,40359.0,72.0
Western and Central Europe,Greece,Cocaine,2002-01-01,42385.0,75.0
Western and Central Europe,Greece,Cocaine,2003-01-01,53680.0,96.0
Western and Central Europe,Greece,Cocaine,2004-01-01,57446.0,93.0
Western and Central Europe,Greece,Cocaine,2005-01-01,62902.0,79.0
Western and Central Europe,Greece,Cocaine,2006-01-01,62735.0,110.0
Western and Central Europe,Greece,Cocaine,2007-01-01,62735.0,111.0
Western and Central Europe,Greece,Cocaine,2008-01-01,69853.0,110.0
Western and Central Europe,Greece,Cocaine,2009-01-01,63964.0,104.0
Western and Central Europe,Greece,Cocaine,2010-01-01,59612.0,96.0
Western and Central Europe,Greece,Cocaine,2011-01-01,56541.0,98.0
Western and Central Europe,Greece,Cocaine,2012-01-01,52835.0,97.0
Western and Central Europe,Greece,Cocaine,2013-01-01,56680.0,120.0
Western and Central Europe,Greece,Cocaine,2014-01-01,62507.0,112.0
Western and Central Europe,Greece,Cocaine,2015-01-01,51969.0,94.0
Western and Central Europe,Greece,Cocaine,2016-01-01,52602.0,94.0
Western and Central Europe,Greece,Cocaine,2017-01-01,44893.0,95.0
Western and Central Europe,Greece,Cocaine,2018-01-01,46045.0,100.0
Western and Central Europe,Greece,Cocaine,2019-01-01,42553.19,95.0
Western and Central Europe,Greece,Cocaine,2020-01-01,48405.47,102.51
